#eps09NLO30.dat 1.1
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2854 0.09244 -0.01236 -0.0002489 
-0.2822 0.08303 -0.004527 -0.00217 
-0.2787 0.07245 0.004657 -0.004535 
-0.2713 0.05467 0.01799 -0.007654 
-0.2836 0.08824 -0.008142 -0.001463 
-0.2744 0.06389 0.01155 -0.006296 
-0.2698 0.05546 0.01729 -0.007548 
-0.273 0.06824 0.006369 -0.004755 
-0.2757 0.08333 -0.006465 -0.001601 
-0.2684 0.07448 -8.517e-05 -0.003181 
-0.2639 0.07895 -0.005158 -0.0019 
-0.2506 0.07153 -0.002068 -0.002546 
-0.2298 0.06013 0.00125 -0.002787 
-0.1941 0.02796 0.02063 -0.007096 
-0.1538 0.01748 0.01913 -0.006174 
-0.08617 -0.02035 0.03264 -0.008075 
-0.006644 -0.0413 0.02943 -0.006038 
0.1153 -0.1305 0.0653 -0.01062 
0.1555 -0.1296 0.07335 -0.01632 
0.1555 -0.1296 0.07335 -0.01632 
0.1108 -0.04329 0.009864 -0.001348 
0.1476 -0.1619 0.09797 -0.02089 
0.02379 0.1128 -0.1012 0.0239 
0.06584 -0.07397 0.05402 -0.01271 
0.01565 0.01107 -0.01263 0.004116 
-0.06379 0.1537 -0.1177 0.02935 
-0.08681 0.1171 -0.05988 0.01046 
-0.1319 0.159 -0.08101 0.01454 
-0.1823 0.2074 -0.1033 0.01827 
-0.2255 0.2454 -0.1211 0.02147 
-0.2721 0.2969 -0.1497 0.02721 
-0.3138 0.3409 -0.1724 0.03141 
-0.3423 0.3601 -0.1783 0.032 
-0.3701 0.3878 -0.1916 0.03432 
-0.3869 0.4029 -0.1987 0.03553 
-0.4002 0.4245 -0.2136 0.03896 
-0.393 0.4103 -0.2033 0.03662 
-0.3571 0.3706 -0.1828 0.0328 
-0.2771 0.2916 -0.1443 0.02603 
-0.09412 0.1006 -0.04673 0.008318 
0.2881 -0.3059 0.1693 -0.03221 
1.104 -1.104 0.585 -0.1105 
3.2 -2.982 1.509 -0.2717 
7.425 -6.627 3.248 -0.5609 
14.63 -12.73 6.113 -1.023 

-0.2854 0.09244 -0.01236 -0.0002489 
-0.283 0.08598 -0.007507 -0.001312 
-0.2822 0.08303 -0.004527 -0.00217 
-0.2816 0.08066 -0.001998 -0.002919 
-0.2787 0.07245 0.004657 -0.004535 
-0.2787 0.07245 0.004657 -0.004535 
-0.2712 0.05459 0.01744 -0.00739 
-0.2713 0.05467 0.01799 -0.007654 
-0.2766 0.0693 0.006229 -0.004751 
-0.2812 0.08177 -0.003284 -0.002526 
-0.2744 0.06389 0.01155 -0.006296 
-0.2808 0.08434 -0.005519 -0.002024 
-0.2764 0.07622 0.0002542 -0.003351 
-0.2773 0.08476 -0.007575 -0.001368 
-0.2718 0.07733 -0.002489 -0.002502 
-0.2607 0.05853 0.01131 -0.005781 
-0.2564 0.06381 0.006165 -0.004621 
-0.2506 0.07554 -0.005849 -0.001494 
-0.2254 0.05399 0.004932 -0.003483 
-0.1989 0.04448 0.007521 -0.003957 
-0.146 0.002561 0.02896 -0.008153 
-0.09265 0.0003164 0.01731 -0.004712 
-0.01208 -0.02584 0.01867 -0.00378 
0.1153 -0.1305 0.0653 -0.01062 
0.1555 -0.1296 0.07335 -0.01632 
0.1993 -0.244 0.156 -0.03424 
0.1108 -0.04329 0.009864 -0.001348 
0.1476 -0.1619 0.09797 -0.02089 
0.02379 0.1128 -0.1012 0.0239 
0.06584 -0.07397 0.05402 -0.01271 
0.01565 0.01107 -0.01263 0.004116 
-0.1059 0.2666 -0.2039 0.04875 
-0.08737 0.1219 -0.06674 0.01277 
-0.1396 0.1747 -0.09187 0.01698 
-0.1861 0.2185 -0.1127 0.02061 
-0.2341 0.2679 -0.139 0.02582 
-0.2768 0.3081 -0.1583 0.02925 
-0.3099 0.3314 -0.1661 0.0302 
-0.3423 0.3601 -0.1783 0.032 
-0.3709 0.3908 -0.1946 0.03518 
-0.3869 0.4029 -0.1987 0.03553 
-0.4001 0.4235 -0.2122 0.03849 
-0.3921 0.4111 -0.2045 0.03686 
-0.3543 0.3629 -0.176 0.03103 
-0.2739 0.288 -0.1428 0.02587 
-0.08541 0.07998 -0.02907 0.003662 
0.2992 -0.3503 0.2186 -0.04689 
1.055 -0.9398 0.4413 -0.07326 
3.286 -3.176 1.655 -0.3063 
8.097 -8.545 4.876 -0.9767 
16.59 -18.53 11.12 -2.315 

-0.2787 0.07245 0.004657 -0.004535 
-0.2787 0.07245 0.004657 -0.004535 
-0.2712 0.05459 0.01744 -0.00739 
-0.2734 0.06038 0.01347 -0.006591 
-0.2713 0.05467 0.01799 -0.007654 
-0.2713 0.05467 0.01799 -0.007654 
-0.2766 0.0693 0.006229 -0.004751 
-0.2836 0.08824 -0.008142 -0.001463 
-0.2785 0.07605 0.001304 -0.003722 
-0.2744 0.06389 0.01155 -0.006296 
-0.2837 0.09255 -0.01217 -0.0004081 
-0.2745 0.07173 0.002825 -0.003783 
-0.2731 0.06796 0.007232 -0.005103 
-0.2768 0.08489 -0.007259 -0.001553 
-0.272 0.07847 -0.002868 -0.002489 
-0.2691 0.08106 -0.004752 -0.002277 
-0.2586 0.07255 -0.0008406 -0.002912 
-0.2438 0.06332 0.002076 -0.003169 
-0.2245 0.05207 0.008061 -0.004575 
-0.1907 0.02836 0.01853 -0.00624 
-0.1448 0.004417 0.02744 -0.007871 
-0.09217 0.001978 0.01635 -0.004565 
-0.005232 -0.03806 0.02659 -0.005455 
0.1153 -0.1305 0.0653 -0.01062 
0.1555 -0.1296 0.07335 -0.01632 
0.1702 -0.1619 0.08944 -0.01808 
0.1108 -0.04329 0.009864 -0.001348 
0.1476 -0.1619 0.09797 -0.02089 
0.02528 0.1157 -0.1099 0.02737 
0.03677 0.008121 -0.01253 0.003453 
0.01565 0.01107 -0.01263 0.004116 
-0.1016 0.2544 -0.1942 0.04644 
-0.09279 0.1302 -0.06982 0.01279 
-0.1358 0.1641 -0.08386 0.01514 
-0.1825 0.2094 -0.1069 0.01951 
-0.2324 0.264 -0.1364 0.02524 
-0.2689 0.2843 -0.1382 0.02414 
-0.309 0.3293 -0.1649 0.02999 
-0.3447 0.363 -0.1785 0.03161 
-0.3714 0.3921 -0.1954 0.0353 
-0.3869 0.4029 -0.1987 0.03553 
-0.4001 0.4235 -0.2122 0.03849 
-0.3935 0.415 -0.207 0.0373 
-0.3658 0.3958 -0.202 0.03724 
-0.2764 0.2988 -0.1517 0.02799 
-0.08386 0.08452 -0.03592 0.005912 
0.296 -0.3207 0.1876 -0.03803 
1.169 -1.248 0.6936 -0.1361 
3.276 -3.143 1.642 -0.3061 
7.357 -6.452 3.194 -0.5657 
14.15 -11.62 5.509 -0.9328 

-0.2734 0.06038 0.01347 -0.006591 
-0.2713 0.05467 0.01799 -0.007654 
-0.2713 0.05467 0.01799 -0.007654 
-0.2766 0.0693 0.006229 -0.004751 
-0.2836 0.08824 -0.008142 -0.001463 
-0.2836 0.08824 -0.008142 -0.001463 
-0.2791 0.07842 -0.001225 -0.002973 
-0.2785 0.07605 0.001304 -0.003722 
-0.2747 0.06813 0.006178 -0.004596 
-0.2808 0.08434 -0.005519 -0.002024 
-0.2757 0.07281 0.002904 -0.003947 
-0.2754 0.07471 0.001512 -0.003692 
-0.2752 0.07831 -0.001842 -0.002879 
-0.2673 0.06254 0.009302 -0.005313 
-0.2639 0.06024 0.01081 -0.0057 
-0.2574 0.05528 0.0137 -0.006387 
-0.2529 0.05985 0.009502 -0.005527 
-0.2431 0.06206 0.004549 -0.004028 
-0.2267 0.06151 0.0005049 -0.002775 
-0.1837 0.01551 0.02804 -0.008489 
-0.1506 0.02179 0.01464 -0.004969 
-0.08897 0.001078 0.01462 -0.003727 
-0.01057 -0.02082 0.01264 -0.001993 
0.1153 -0.1305 0.0653 -0.01062 
0.1555 -0.1296 0.07335 -0.01632 
0.1702 -0.1619 0.08944 -0.01808 
